AÑO;TOTAL MATRÍCULA;TOTAL MATRÍCULA MUJERES;TOTAL MATRÍCULA HOMBRES;TOTAL MATRÍCULA NO BINARIOS O INDEFINIDOS;TOTAL MATRÍCULA PRIMER AÑO;TOTAL MATRÍCULA MUJERES PRIMER AÑO;TOTAL MATRÍCULA HOMBRES PRIMER AÑO;TOTAL MATRÍCULA NO BINARIOS O INDEFINIDOS PRIMER AÑO;CLASIFICACIÓN INSTITUCIÓN NIVEL 1;CLASIFICACIÓN INSTITUCIÓN NIVEL 2;CLASIFICACIÓN INSTITUCIÓN NIVEL 3;CÓDIGO DE INSTITUCIÓN;NOMBRE INSTITUCIÓN;ACREDITACIÓN INSTITUCIONAL;REGIÓN;PROVINCIA;COMUNA;NOMBRE SEDE;NOMBRE CARRERA;ÁREA DEL CONOCIMIENTO;CINE-F 1997 ÁREA;CINE-F 1997 SUBAREA;ÁREA CARRERA GENÉRICA;CINE-F 2013 ÁREA;CINE-F 2013 SUBAREA;NIVEL GLOBAL;CARRERA CLASIFICACIÓN NIVEL 1;CARRERA CLASIFICACIÓN NIVEL 2;MODALIDAD;JORNADA;TIPO DE PLAN DE LA CARRERA;DURACIÓN ESTUDIO CARRERA;DURACIÓN TOTAL DE CARRERA;CÓDIGO CARRERA;ACREDITACIÓN CARRERA;TOTAL RANGO DE EDAD;RANGO DE EDAD 15 A 19 AÑOS;RANGO DE EDAD 20 A 24 AÑOS;RANGO DE EDAD 25 A 29 AÑOS;RANGO DE EDAD 30 A 34 AÑOS;RANGO DE EDAD 35 A 39 AÑOS;RANGO DE EDAD 40 Y MÁS AÑOS;RANGO DE EDAD SIN INFORMACIÓN; PROMEDIO EDAD CARRERA      ; PROMEDIO EDAD MUJER      ; PROMEDIO EDAD HOMBRE      ; PROMEDIO EDAD NO BINARIO ;TES MUNICIPAL + SERVICIO LOCAL EDUCACION;TES PARTICULAR SUBVENCIONADO;TES PARTICULAR PAGADO;TES CORP. DE ADMINISTRACIÓN DELEGADA;TOTAL TES;% COBERTURA TES;TIPO ESTABLECIMIENTO HC;TIPO ESTABLECIMIENTO TP;CLAS_EST ADULTO;CLAS_EST JOVEN
MAT_2009;94;8;86;;33;2;31;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;116;IP SANTO TOMAS;ACREDITADA;Biobío;CONCEPCION;CONCEPCION;SEDE CONCEPCION;INGENIERIA DE EJECUCION EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;7;8;I116S34C30J1V1;NO ACREDITADA;94;16;66;10;1;1;;; 21,8 ; 20,6 ; 21,9 ;;37;25;13;5;80;85,1%;66;14;5;75
MAT_2009;76;3;73;;37;2;35;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;116;IP SANTO TOMAS;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;4;5;I116S4C22J1V1;NO ACREDITADA;76;10;58;8;;;;; 21,7 ; 22,3 ; 21,7 ;;21;33;7;7;68;89,5%;45;23;5;63
MAT_2009;81;5;76;;19;2;17;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;116;IP SANTO TOMAS;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;INGENIERIA DE EJECUCION EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;7;8;I116S4C30J1V1;NO ACREDITADA;81;11;54;12;3;;1;; 22,7 ; 20,6 ; 22,8 ;;15;36;11;;62;76,5%;53;9;2;60
MAT_2009;37;2;35;;18;2;16;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;116;IP SANTO TOMAS;ACREDITADA;Los Lagos;LLANQUIHUE;PUERTO MONTT;SEDE PUERTO MONTT;TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;4;5;I116S8C22J1V1;NO ACREDITADA;37;7;23;7;;;;; 21,8 ; 20,5 ; 21,9 ;;10;16;1;;27;73,0%;18;9;2;25
MAT_2009;79;5;74;;32;2;30;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;123;IP DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INGENIERIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;9;I123S2C27J1V1;NO ACREDITADA;79;21;50;4;1;;;3; 20,8 ; 20,2 ; 20,8 ;;22;46;2;3;73;92,4%;46;27;6;67
MAT_2009;80;2;78;;22;;22;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;123;IP DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INGENIERIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Vespertina;Plan Regular;8;9;I123S2C27J2V1;NO ACREDITADA;80;6;52;15;5;1;;1; 23,2 ; 24,5 ; 23,1 ;;26;24;;5;55;68,8%;18;37;2;53
MAT_2009;125;7;118;;75;4;71;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;123;IP DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;4;5;I123S2C34J1V1;NO ACREDITADA;125;39;78;8;;;;; 20,8 ; 20,6 ; 20,8 ;;38;64;4;4;110;88,0%;70;40;9;101
MAT_2009;130;5;125;;100;5;95;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;123;IP DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Vespertina;Plan Regular;4;5;I123S2C34J2V1;NO ACREDITADA;130;28;74;20;6;1;;1; 22,2 ; 19,4 ; 22,3 ;;34;55;2;9;100;76,9%;44;56;14;86
MAT_2009;137;17;120;;54;7;47;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;129;IP ESCUELA MODERNA DE MUSICA;NO ACREDITADA;Metropolitana;SANTIAGO;VITACURA;CASA CENTRAL (SANTIAGO);ESPECIALISTA EN ARREGLOS INSTRUMENTALES Y COMPOSICION DE MUSICA POPULAR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;10;10;I129S1C3J1V1;NO ACREDITADA;137;36;82;16;2;1;;; 21,6 ; 21,8 ; 21,6 ;;10;24;74;;108;78,8%;106;2;2;106
MAT_2009;217;8;209;;79;4;75;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;129;IP ESCUELA MODERNA DE MUSICA;NO ACREDITADA;Metropolitana;SANTIAGO;VITACURA;CASA CENTRAL (SANTIAGO);INTERPRETE INSTRUMENTAL MENCION (INSTRUMENTO POPULAR);Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;10;10;I129S1C4J1V1;NO ACREDITADA;217;63;131;22;1;;;; 21,3 ; 20,6 ; 21,3 ;;28;62;92;2;184;84,8%;174;10;2;182
MAT_2009;36;31;5;;8;7;1;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;129;IP ESCUELA MODERNA DE MUSICA;NO ACREDITADA;Metropolitana;SANTIAGO;VITACURA;CASA CENTRAL (SANTIAGO);INTERPRETE EN CANTO POPULAR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;10;10;I129S1C5J1V1;NO ACREDITADA;36;8;22;6;;;;; 21,5 ; 21,4 ; 22,4 ;;;6;22;;28;77,8%;28;;;28
MAT_2009;34;22;12;;8;5;3;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;129;IP ESCUELA MODERNA DE MUSICA;NO ACREDITADA;Metropolitana;SANTIAGO;VITACURA;CASA CENTRAL (SANTIAGO);INTERPRETE MUSICAL SUPERIOR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;8;I129S1C6J1V1;NO ACREDITADA;34;3;18;12;;;1;; 23,6 ; 23,3 ; 24,2 ;;4;5;9;;18;52,9%;18;;;18
MAT_2009;23;1;22;;10;1;9;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;129;IP ESCUELA MODERNA DE MUSICA;NO ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;ESPECIALISTA EN ARREGLOS INSTRUMENTALES Y COMPOSICION DE MUSICA POPULAR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;10;10;I129S2C3J1V1;NO ACREDITADA;23;5;16;1;1;;;; 21,7 ; 19,0 ; 21,8 ;;2;5;10;;17;73,9%;16;1;1;16
MAT_2009;55;4;51;;29;2;27;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;129;IP ESCUELA MODERNA DE MUSICA;NO ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;INTERPRETE INSTRUMENTAL MENCION (INSTRUMENTO POPULAR);Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;10;10;I129S2C4J1V1;NO ACREDITADA;55;9;39;5;1;1;;; 21,9 ; 21,3 ; 21,9 ;;7;27;12;;46;83,6%;39;7;3;43
MAT_2009;6;6;;;3;3;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;129;IP ESCUELA MODERNA DE MUSICA;NO ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;INTERPRETE EN CANTO POPULAR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;10;10;I129S2C5J1V1;NO ACREDITADA;6;1;4;1;;;;; 22,3 ; 22,3 ;;;;3;3;;6;100,0%;6;;;6
MAT_2009;3;;3;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;131;IP DE CIENCIAS Y ARTES INCACEA;NO ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;4;5;I131M2009N19;NO ACREDITADA;3;;2;;1;;;; 25,3 ;; 25,3 ;;1;1;;;2;66,7%;1;1;;2
MAT_2009;37;2;35;;22;;22;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Antofagasta;ANTOFAGASTA;ANTOFAGASTA;SEDE ANTOFAGASTA;TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;4;5;I143S2C43J1V1;NO ACREDITADA;37;6;26;3;;2;;; 22,0 ; 21,0 ; 22,1 ;;15;10;1;;26;70,3%;18;8;3;23
MAT_2009;22;1;21;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Antofagasta;ANTOFAGASTA;ANTOFAGASTA;SEDE ANTOFAGASTA;INGENIERIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;9;I143S2C5J1V1;NO ACREDITADA;22;;13;7;1;1;;; 24,6 ; 23,0 ; 24,7 ;;7;4;;;11;50,0%;8;3;1;10
MAT_2009;79;7;72;;36;3;33;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;4;5;I143S6C43J1V1;NO ACREDITADA;79;19;45;9;3;3;;; 22,2 ; 20,3 ; 22,4 ;;27;33;4;2;66;83,5%;50;16;11;55
MAT_2009;31;3;28;;20;2;18;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Vespertina;Plan Regular;4;5;I143S6C43J2V1;NO ACREDITADA;31;1;18;9;2;1;;; 24,5 ; 22,0 ; 24,8 ;;8;8;1;3;20;64,5%;12;8;2;18
MAT_2009;132;4;128;;63;3;60;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;4;5;I143S7C43J1V1;NO ACREDITADA;132;32;81;19;;;;; 21,6 ; 22,0 ; 21,5 ;;27;65;10;5;107;81,1%;78;29;7;100
MAT_2009;141;6;135;;88;3;85;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Vespertina;Plan Regular;4;5;I143S7C43J2V1;NO ACREDITADA;141;17;83;34;6;;1;; 23,2 ; 24,5 ; 23,2 ;;29;52;6;7;94;66,7%;37;57;9;85
MAT_2009;200;9;191;;72;6;66;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;INGENIERIA DE EJECUCION EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;9;I143S7C51J1V1;NO ACREDITADA;200;39;130;24;4;2;1;; 22,0 ; 19,7 ; 22,1 ;;36;106;11;3;156;78,0%;128;28;12;144
MAT_2009;7;1;6;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;INGENIERIA DE EJECUCION EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Vespertina;Plan Regular;8;9;I143S7C51J2V1;NO ACREDITADA;7;;3;3;1;;;; 25,4 ; 24,0 ; 25,7 ;;;2;1;;3;42,9%;2;1;;3
MAT_2009;1;;1;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;INGENIERIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;9;I143S7C5J1V1;NO ACREDITADA;1;;;1;;;;; 26,0 ;; 26,0 ;;;;;;0;0,0%;;;;
MAT_2009;43;1;42;;21;;21;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Lib. Gral. B. O'Higgins;CACHAPOAL;RANCAGUA;SEDE RANCAGUA;TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;4;5;I143S9C43J1V1;NO ACREDITADA;43;14;28;1;;;;; 20,3 ; 21,0 ; 20,3 ;;17;17;2;5;41;95,3%;33;8;2;39
MAT_2009;29;3;26;;13;2;11;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;144;IP ARCOS;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INGENIERIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;7;7;I144S1C30J1V1;NO ACREDITADA;29;8;15;6;;;;; 22,0 ; 19,0 ; 22,3 ;;11;6;2;1;20;69,0%;18;2;;20
MAT_2009;25;1;24;;13;1;12;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;144;IP ARCOS;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);COMPOSICION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;7;7;I144S1C46J1V1;NO ACREDITADA;25;4;17;4;;;;; 22,2 ; 27,0 ; 22,0 ;;6;8;4;;18;72,0%;13;5;2;16
MAT_2009;32;1;31;;15;1;14;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;144;IP ARCOS;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);TECNICO DE NIVEL SUPERIOR EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Vespertina;Plan Regular;4;4;I144S1C52J2V1;NO ACREDITADA;32;2;15;10;4;;1;; 24,5 ; 20,0 ; 24,6 ;;11;7;;;18;56,3%;12;6;1;17
MAT_2009;174;37;137;;66;14;52;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;693;IP PROJAZZ;NO ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL;INTERPRETE EN JAZZ Y MUSICA POPULAR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;9;I693S0C0J1V1;NO ACREDITADA;174;37;113;22;2;;;; 21,7 ; 22,0 ; 21,6 ;;26;55;40;;121;69,5%;113;8;3;118
MAT_2009;18;5;13;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;693;IP PROJAZZ;NO ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL;COMPOSICION EN JAZZ Y MUSICA POPULAR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;9;I693S0C2J1V1;NO ACREDITADA;18;;14;4;;;;; 22,9 ; 24,0 ; 22,5 ;;2;2;8;;12;66,7%;12;;2;10
MAT_2009;30;4;26;;28;4;24;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;693;IP PROJAZZ;NO ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL;COMPOSICION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;9;I693S0C4J1V1;NO ACREDITADA;30;17;9;3;1;;;; 20,5 ; 22,0 ; 20,3 ;;2;8;14;;24;80,0%;24;;2;22
MAT_2009;81;2;79;;34;2;32;;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Privados;260;CFT SANTO TOMAS;ACREDITADA;Biobío;CONCEPCION;CONCEPCION;SEDE CONCEPCION;TECNICO EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;4;5;I260S45C81J1V1;NO ACREDITADA;81;14;53;13;;1;;; 21,8 ; 19,0 ; 21,8 ;;31;17;7;6;61;75,3%;44;17;4;57
MAT_2009;20;1;19;;8;1;7;;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Privados;430;CFT INACAP;ACREDITADA;Los Lagos;OSORNO;OSORNO;SEDE OSORNO;TECNOLOGIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;5;5;I430S25C162J1V1;NO ACREDITADA;20;4;12;3;1;;;; 21,9 ; 19,0 ; 22,0 ;;12;4;;;16;80,0%;7;9;2;14
MAT_2009;29;1;28;;13;;13;;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Privados;430;CFT INACAP;ACREDITADA;Arica y Parinacota;ARICA;ARICA;SEDE ARICA;TECNOLOGIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;;Diurna;Plan Regular;5;5;I430S2C162J1V1;NO ACREDITADA;29;9;18;1;;1;;; 21,2 ; 22,0 ; 21,2 ;;8;16;1;;25;86,2%;21;4;1;24
MAT_2008;75;11;64;;19;3;16;;Universidades;Universidades Privadas;Universidades Privadas;7;UNIVERSIDAD BOLIVARIANA;NO ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);LICENCIATURA EN ARTES MUSICALES MENCION MUSICA POPULAR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;9;I7M2008N5;NO ACREDITADA;75;11;44;12;4;2;;2; 22,8 ; 22,6 ; 22,8 ;;11;34;;3;48;64,0%;38;10;3;45
MAT_2008;69;5;64;;29;1;28;;Universidades;Universidades Privadas;Universidades Privadas;7;UNIVERSIDAD BOLIVARIANA;NO ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);PEDAGOGIA EN EDUCACION MUSICAL;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;8;9;I7S1C53J1V1;NO ACREDITADA;69;10;43;11;2;;;3; 22,5 ; 21,4 ; 22,6 ;;13;28;1;1;43;62,3%;32;11;4;39
MAT_2008;11;;11;;;;;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE MANUEL MONTT;PEDAGOGIA EN ARTES MUSICALES PARA LA EDUCACION BASICA Y EDUCACION MEDIA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;4;4;I10M2008N57;;11;;;8;2;;1;; 28,8 ;; 28,8 ;;;;;;0;0,0%;;;;
MAT_2008;18;4;14;;6;3;3;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CONSERVATORIO DE MUSICA;INTERPRETE MUSICAL SUPERIOR EN CONTRABAJO;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;20;20;I10S9C10J1V1;;18;5;11;2;;;;; 20,8 ; 21,5 ; 20,6 ;;2;7;3;;12;66,7%;12;;1;11
MAT_2008;200;53;147;;47;13;34;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CONSERVATORIO DE MUSICA;PEDAGOGIA EN ARTES MUSICALES PARA LA EDUCACION BASICA Y EDUCACION MEDIA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;;Diurna;Plan Regular;10;10;I10S9C173J1V1;;200;34;121;40;4;1;;; 22,4 ; 21,7 ; 22,6 ;;28;75;36;4;143;71,5%;128;15;4;139
